年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点
2024,埼玉西武,37,0,0,0,2,2,0,0,0,.000,142,30  2/3,32,3,19,2,35,5,0,21,19

年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打
2024,埼玉西武,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
